courseCode,courseName,courseDesc,preReqs,FYS,SOPH,DIAP,WRIT,CBLR,COEX
POBS 0400,Writing and Speaking Portuguese,"Designed to improve the students' ability in contemporary spoken and written Portuguese. Using such cultural items as short stories, plays, films, videos, newspaper and magazine articles, and popular music, students discuss a variety of topics with the aim of developing good communication skills. Attention also given to developing writing ability. A systematic review of Portuguese grammar is included. Prerequisite: POBS 0105, or POBS 0110, or placement. Conducted in Portuguese. Completion of POBS 0400 is the minimum requirement for participation in the Brown-in-Brazil Program. Offered every semester.",[],FALSE,FALSE,FALSE,TRUE,FALSE,FALSE
POBS 0914,Imagining the Environment in the Global South and Beyond,"In this course we will learn about how cultural production from the so-called “global south” imagines the environment and the human impact on the natural world. How does culture frame environmental issues such as deforestation, species and habitat loss, genetically modified crops? What is the relationship between environmental depredation, social inequality, and racial discrimination? What is the place that cultural expression plays in intervening in environmental crisis – either imaginatively or in other ways? We will broach these questions by reading a broad range of texts, watching documentaries, and looking at art works that touch upon environmental issues. Conducted in English.",[],TRUE,FALSE,FALSE,TRUE,FALSE,FALSE
POLS 0010,Introduction to the American Political Process,"This course is designed to be an introduction to the American political process, broadly defined. We will cover topics including but not limited to: Constitution, Federalism, Federal Budget, Congress, Presidency, Bureaucracy, Judiciary, Civil Rights, Civil Liberties, Public Opinion, Media, Interest Groups, Political Parties, Campaigns, Elections, and Participation.",[],TRUE,FALSE,FALSE,TRUE,FALSE,FALSE
POLS 0200,Introduction to Comparative Politics,"Introduces students to the sub-field of comparative politics or politics within states. Topics include types of regimes (i.e., democratic, authoritarian-with-adjectives, totalitarian); transitions to democracy; collapse of democratic regimes; democratizing, revolutionary and ethnic challenges to the state; and globalization. The course also pays attention to modes of analysis in comparative politics. Cases will be drawn from various regions, including Western and Eastern Europe, Asia, Africa, the Middle East, and Latin America.",[],TRUE,FALSE,FALSE,TRUE,FALSE,FALSE
POLS 0400,Introduction to International Politics,"This course provides a basic introduction to the central theoretical perspectives and debates in international relations. The second part of the course applies these models to current problems in international relations, including globalization, state failure, humanitarian intervention, NGOs, terrorist networks, environmental issues, and possible future change in international politics.",[],TRUE,FALSE,FALSE,TRUE,FALSE,FALSE
POLS 0820G,Race and Political Representation,"While representation is a central tenet of democracy, much disagreement exists over what political representation means and the best way to ensure equitable representation for all citizens. We will study representation and its various forms. We will then use these concepts to examine research on how well American democratic institutions capture the interest of racial and ethnic minorities. Enrollment limited to 19 first year students.",[],TRUE,FALSE,FALSE,FALSE,FALSE,FALSE
POLS 0820Y,The Politics of Race and the Criminal Justice System,"This course examines the politics of race and the criminal justice system in the U.S. It proceeds in three parts. First, it examines the political origins and consequences of racial disparities in citizens’ interactions with the police, courts and prisons. Next, it considers how the public, the media, and politicians relate and respond to these issues. Finally, the course concludes by examining the prospects for reform and the consequences of inaction.",[],TRUE,FALSE,TRUE,FALSE,FALSE,FALSE
POLS 0821A,Reimagining Capitalism,"Debates over capitalism and its alternatives date back centuries. Proponents say that market institutions have enabled extraordinary productivity growth and life-saving innovations. Trade and the division of labor have been central to human progress in recent centuries. Capitalism’s critics point out that the growth of market economies has often had unacceptable consequences. The course is organized around four main challenges facing market economies today: environmental degradation, labor exploitation, inequality, and crisis. Can capitalism be reformed to solve the problems that it has helped generate, or is a market system unequipped to grapple with social and environmental challenges?",[],TRUE,FALSE,FALSE,FALSE,FALSE,FALSE
RELS 0014,Jesus,"Who was, and is, Jesus? Who decides? What can we know about the historical Jesus and who he became? In this course, we will begin with the earliest accounts of Jesus as recounted in the canonical gospels and outside it (e.g., the Gospel of Judas). Then we will turn to the many ways that later generations of Christians (both heretical and orthodox) and non-Christians depicted Jesus, especially in art, literature, theology, politics, and entertainment. We will read canonical and non-canonical Christian texts, Jewish accounts of Jesus, the Quran, modern Christian apologetic literature, and analyze films like the Life of Brian.",[],FALSE,FALSE,FALSE,TRUE,FALSE,FALSE
RELS 0035,Saints and Mystics of India,"Saints and Mystics of India explores the rich variety of religious experience in India as expressed in the inspired poetic productions of several mystics through time. By critically listening to these powerful voices of the past, we will endeavor to understand how mystical poems from divergent Indian traditions exhibit multiple points of interaction, influence and convergence. Our investigation will draw on the spontaneous literary outpourings of several mystics including but not limited to: Nammalvar, Andal, Kabir, Mahadeviyakka, Nanak, Mira, Tukkaram, Caitanya, Ramakrishna and Ramana Maharshi.",[],TRUE,FALSE,FALSE,TRUE,FALSE,FALSE
